Mach	Beta	AoA	Force_X	Force_Y	Force_Z	CM_X	CM_Y	CM_Z	Cl	Cd	CM_Z_coeff
1.5	0	0	961.1907142857144	0.1134240571428571	0.0398627095238095	-0.0039391342857142	-0.0674253142857142	0.4056695714285714	0.0002505102857142	2.122901904761905	0.0002505225714285
1.5	0	1	964.6875476190477	855.1403061380954	0.0504049976190476	0.001951026666666725	-0.07309533809523802	1734.9169902738092	1.846518239857143	2.2610489285714284	1.0714038443095235
1.5	0	2	968.1843809523809	1710.1671882190478	0.060947285714285704	0.00784118761904765	-0.07876536190476185	3469.42831097619	3.6927859694285714	2.3991959523809516	2.142557166047619
1.5	0	3	971.6812142857143	2565.1940703000005	0.07148957380952381	0.013731348571428575	-0.08443538571428567	5203.9396316785715	5.539053699000001	2.5373429761904753	3.213710487785714
1.5	0	4	975.1780476190476	3420.220952380953	0.0820318619047619	0.0196215095238095	-0.0901054095238095	6938.450952380952	7.385321428571429	2.6754899999999986	4.2848638095238085
1.5	0	5	983.0504404761904	4271.241904761905	0.0714261107142857	0.009600175	-0.03573275952380952	8649.198928571428	9.19304107142857	3.08145738095238	5.341342976190475
1.5	0	6	990.9228333333332	5122.262857142858	0.0608203595238095	-0.00042115952380950006	0.018639890476190454	10359.946904761904	11.000760714285713	3.4874247619047622	6.397822142857143
1.5	0	7	998.795226190476	5973.283809523809	0.0502146083333333	-0.010442494047618999	0.07301254047619044	12070.69488095238	12.808480357142855	3.893392142857144	7.454301309523809
1.5	0	8	1006.6676190476188	6824.304761904762	0.0396088571428571	-0.0204638285714285	0.1273851904761904	13781.442857142856	14.616199999999996	4.2993595238095255	8.510780476190476
1.5	0	9	1001.9862261904759	7594.25607142857	0.06108382142857137	-0.021669726190476128	0.089279519047619	15337.757142857143	16.197824999999995	4.895082142857143	9.471885357142856
1.5	0	10	997.304833333333	8364.207380952379	0.08255878571428565	-0.02287562380952375	0.0511738476190476	16894.07142857143	17.779449999999997	5.490804761904762	10.432990238095236
1.5	0	11	992.6234404761901	9134.158690476186	0.10403374999999992	-0.024081521428571374	0.013068176190476205	18450.385714285716	19.361075	6.08652738095238	11.394095119047618
