Mach	Beta	AoA	Force_X	Force_Y	Force_Z	CM_X	CM_Y	CM_Z	Cl	Cd	CM_Z_coeff
1.5	0	0	818.2664761904763	0.0912061809523809	-0.0778021619047619	0.1717674285714286	0.0737172619047619	0.1825184761904762	0.0001313882380952	1.1787652380952385	8.246685714285715e-05
1.5	0	1	818.5828452380953	755.308166540476	-0.0989205619047619	0.15870440476190478	0.12642929166666667	1372.8166507619053	1.064828898321429	1.254394404761905	0.6202768501428572
1.5	0	2	818.8992142857142	1510.5251268999998	-0.1200389619047619	0.14564138095238094	0.17914132142857142	2745.45078304762	2.1295264084047627	1.3300235714285713	1.2404712334285715
1.5	0	3	819.2155833333331	2265.742087259523	-0.1411573619047619	0.13257835714285712	0.23185335119047623	4118.084915333334	3.1942239184880967	1.4056527380952375	1.8606656167142857
1.5	0	4	819.5319523809521	3020.959047619047	-0.1622757619047619	0.1195153333333333	0.284565380952381	5490.719047619049	4.258921428571431	1.481281904761904	2.48086
1.5	0	5	820.8270714285712	3763.0817857142847	-0.16384877380952378	0.10086390595238093	0.29694733333333334	6829.239285714286	5.288906071428573	1.7052852380952375	3.0856407142857143
1.5	0	6	822.1221904761903	4505.2045238095225	-0.1654217857142857	0.08221247857142855	0.30932928571428575	8167.759523809522	6.3188907142857165	1.9292885714285712	3.6904214285714287
1.5	0	7	823.4173095238093	5247.32726190476	-0.16699479761904762	0.06356105119047617	0.32171123809523816	9506.27976190476	7.348875357142859	2.153291904761905	4.295202142857143
1.5	0	8	824.7124285714284	5989.449999999998	-0.1685678095238095	0.0449096238095238	0.3340931904761905	10844.799999999996	8.378860000000001	2.3772952380952383	4.899982857142858
1.5	0	9	822.6697976190475	6685.197499999998	-0.1941074880952381	0.023333705952380948	0.4029669880952381	12079.124999999996	9.313270000000001	2.727473095238095	5.457689642857143
1.5	0	10	820.6271666666667	7380.945	-0.21964716666666664	0.0017577880952380984	0.4718407857142858	13313.449999999997	10.24768	3.077650952380952	6.015396428571428
1.5	0	11	818.5845357142857	8076.6925	-0.2451868452380952	-0.019818129761904744	0.5407145833333333	14547.775	11.18209	3.4278288095238088	6.573103214285714
1.5	0	12	816.5419047619048	8772.44	-0.2707265238095238	-0.0413940476190476	0.609588380952381	15782.1	12.1165	3.7780066666666654	7.130809999999999
1.5	0	13	810.0187380952381	9434.455	-0.30811616666666664	-0.046447357142857124	0.6889208452380953	16922.9	12.96255	4.24083857142857	7.646249999999999
1.5	0	14	803.4955714285713	10096.470000000001	-0.3455058095238095	-0.05150066666666665	0.7682533095238095	18063.7	13.808599999999998	4.703670476190476	8.161689999999998
1.5	0	15	796.9724047619047	10758.485	-0.38289545238095235	-0.056553976190476175	0.8475857738095237	19204.5	14.654649999999998	5.166502380952381	8.677129999999998
1.5	0	16	790.449238095238	11420.5	-0.4202850952380952	-0.0616072857142857	0.926918238095238	20345.3	15.500699999999998	5.629334285714286	9.192569999999998
1.5	0	17	780.9841428571427	12082.949999999999	-0.41336133333333336	-0.09941592857142856	1.0217943928571427	21458.825	16.2945	6.209802857142858	9.695702499999998
1.5	0	18	771.5190476190476	12745.399999999998	-0.40643757142857145	-0.13722457142857142	1.1166705476190475	22572.350000000006	17.088300000000004	6.79027142857143	10.198834999999997
1.5	0	19	762.0539523809523	13407.849999999995	-0.39951380952380955	-0.17503321428571425	1.2115467023809523	23685.875000000007	17.88210000000001	7.370740000000001	10.701967499999997
1.5	0	20	752.588857142857	14070.299999999994	-0.3925900476190477	-0.2128418571428571	1.306422857142857	24799.40000000001	18.67590000000001	7.951208571428573	11.205099999999996
1.5	0	21	747.1564642857143	14653.834523809519	-0.3512333690476191	-0.21456522619047616	1.2854047619047617	25798.522619047628	19.297008333333338	8.60682904761905	11.656519047619044
1.5	0	22	741.7240714285714	15237.369047619042	-0.3098766904761905	-0.2162885952380952	1.2643866666666665	26797.645238095247	19.91811666666667	9.262449523809526	12.107938095238092
1.5	0	23	736.2916785714285	15820.903571428567	-0.26852001190476193	-0.21801196428571426	1.2433685714285714	27796.767857142866	20.539225000000002	9.91807	12.55935714285714
1.5	0	24	730.8592857142858	16404.438095238093	-0.2271633333333333	-0.2197353333333333	1.222350476190476	28795.890476190485	21.16033333333333	10.573690476190476	13.010776190476188
1.5	0	25	722.5660833333334	16901.15714285714	-0.4931340702380952	-0.30250648571428573	2.2464309166666663	29660.594047619055	21.60045238095238	11.261646428571428	13.401471428571426
1.5	0	26	714.2728809523809	17397.87619047619	-0.7591048071428571	-0.3852776380952381	3.270511357142857	30525.297619047626	22.040571428571425	11.949602380952381	13.792166666666667
1.5	0	27	705.9796785714284	17894.595238095237	-1.0250755440476191	-0.4680487904761905	4.294591797619048	31390.0011904762	22.480690476190475	12.637558333333335	14.182861904761905
1.5	0	28	697.686476190476	18391.314285714285	-1.291046280952381	-0.5508199428571429	5.318672238095238	32254.70476190477	22.920809523809524	13.325514285714286	14.573557142857144
1.5	0	29	688.086107142857	18859.359523809522	-2.1303811392857144	0.9474317095238097	5.592160011904761	33100.7011904762	23.2536	14.062690476190477	14.955804761904762
1.5	0	30	678.485738095238	19327.404761904763	-2.969715997619048	2.4456833619047624	5.865647785714286	33946.69761904763	23.586390476190477	14.799866666666667	15.338052380952382
1.5	0	31	668.8853690476192	19795.450000000004	-3.809050855952382	3.943935014285715	6.13913555952381	34792.69404761905	23.919180952380955	15.537042857142858	15.720300000000002
1.5	0	32	659.2850000000002	20263.49523809524	-4.648385714285715	5.442186666666667	6.412623333333333	35638.69047619048	24.25197142857143	16.27421904761905	16.10254761904762
1.5	0	33	653.366261904762	20664.67380952381	-23.978857142857144	-0.925825476190477	48.650265119047624	36381.28333333334	24.42594642857143	17.020035714285715	16.43807142857143
