Mach	Beta	AoA	Force_X	Force_Y	Force_Z	CM_X	CM_Y	CM_Z	Cl	Cd	CM_Z_coeff
1.5	0	0	926.5892857142856	-0.0771450904761904	0.0589843523809524	0.0172501095238095	-0.1593821904761905	-0.4201829047619047	-0.0001601461904761	1.9235157142857144	-0.0002273765714285
1.5	0	1	929.0952499999999	997.4711888011907	0.0508092380952381	0.013513078452380924	-0.13337203214285714	1852.2898628214284	2.0317088189285717	2.0719842857142856	1.002342681857143
1.5	0	2	931.6012142857141	1995.0195226928574	0.0426341238095238	0.009776047380952349	-0.1073618738095238	3704.999908547619	4.063577784047619	2.2204528571428566	2.0049127402857145
1.5	0	3	934.1071785714284	2992.567856584524	0.034459009523809495	0.006039016309523774	-0.08135171547619045	5557.70995427381	6.095446749166667	2.368921428571428	3.007482798714286
1.5	0	4	936.6131428571427	3990.116190476191	0.0262838952380952	0.0023019852380952	-0.0553415571428571	7410.42	8.127315714285714	2.517389999999999	4.010052857142857
1.5	0	5	937.5361428571429	4960.653452380952	0.037325866666666624	-0.0157483360714286	-0.0499867678571428	9198.73880952381	10.073340357142857	2.93988619047619	4.977778452380953
1.5	0	6	938.459142857143	5931.1907142857135	0.04836783809523805	-0.0337986573809524	-0.044631978571428504	10987.05761904762	12.019365	3.3623823809523805	5.945504047619048
1.5	0	7	939.3821428571431	6901.727976190475	0.059409809523809476	-0.051848978690476194	-0.0392771892857142	12775.376428571431	13.965389642857145	3.784878571428571	6.913229642857143
1.5	0	8	940.3051428571432	7872.265238095236	0.0704517809523809	-0.0698993	-0.0339223999999999	14563.69523809524	15.911414285714288	4.207374761904762	7.880955238095239
1.5	0	9	932.7033333333336	8793.923928571427	0.06950520119047615	-0.05969970357142855	-0.022571669285714226	16292.69166666667	17.7031	4.864650952380952	8.816579523809525
1.5	0	10	925.1015238095239	9715.582619047616	0.0685586214285714	-0.0495001071428571	-0.01122093857142855	18021.6880952381	19.49478571428571	5.521927142857143	9.752203809523811
1.5	0	11	917.4997142857142	10637.241309523806	0.06761204166666665	-0.03930051071428565	0.00012979214285712554	19750.684523809527	21.286471428571424	6.179203333333333	10.687828095238098
1.5	0	12	909.8979047619046	11558.899999999996	0.0666654619047619	-0.0291009142857142	0.0114805228571428	21479.680952380957	23.078157142857137	6.836479523809523	11.623452380952385
1.5	0	13	895.6661190476188	12467.099999999999	0.10541677499999998	-0.054772292857142774	-0.10235079833333338	23210.13690476191	24.765340476190474	7.726053690476189	12.559861904761908
1.5	0	14	881.4343333333331	13375.300000000001	0.14416808809523807	-0.08044367142857134	-0.21618211952380956	24940.592857142856	26.45252380952381	8.615627857142856	13.49627142857143
1.5	0	15	867.2025476190476	14283.500000000004	0.18291940119047612	-0.10611504999999993	-0.33001344071428573	26671.048809523803	28.139707142857148	9.505202023809524	14.432680952380952
1.5	0	16	852.9707619047618	15191.700000000006	0.2216707142857142	-0.1317864285714285	-0.4438447619047619	28401.504761904755	29.826890476190485	10.39477619047619	15.369090476190475
1.5	0	17	840.938619047619	16096.664285714289	0.11116042380952375	-0.2141859047619047	-0.06931513095238095	30122.026190476183	31.401313095238102	11.52765	16.300135714285712
1.5	0	18	828.9064761904763	17001.628571428573	0.0006501333333333026	-0.29658538095238085	0.3052145	31842.54761904761	32.97573571428572	12.66052380952381	17.231180952380953
1.5	0	19	816.8743333333334	17906.592857142856	-0.10986015714285716	-0.37898485714285707	0.6797441309523811	33563.069047619036	34.550158333333336	13.793397619047619	18.16222619047619
1.5	0	20	804.8421904761906	18811.55714285714	-0.2203704476190476	-0.4613843333333333	1.054273761904762	35283.59047619047	36.12458095238095	14.926271428571429	19.093271428571427
1.5	0	21	796.6774047619049	19591.978571428568	2.2820126404761907	1.1778688571428573	-3.693516821428571	36999.98214285714	37.32919761904762	16.19062619047619	20.02207261904762
1.5	0	22	788.5126190476192	20372.399999999998	4.784395728571429	2.8171220476190477	-8.441307404761904	38716.37380952381	38.533814285714286	17.454980952380954	20.95087380952381
1.5	0	23	780.3478333333334	21152.821428571428	7.286778816666668	4.456375238095238	-13.189097988095236	40432.76547619047	39.738430952380945	18.719335714285716	21.879675
1.5	0	24	772.1830476190477	21933.242857142857	9.789161904761905	6.095628428571429	-17.936888571428568	42149.15714285714	40.94304761904761	19.98369047619048	22.808476190476192
1.5	0	25	772.9708571428572	22556.211904761905	7.805307	-4.80374772619048	-7.9735554523809515	43519.69761904762	41.710698809523805	21.294111904761905	23.550125
1.5	0	26	773.7586666666667	23179.180952380953	5.8214520952380955	-15.703123880952388	1.9897776666666651	44890.23809523809	42.47834999999999	22.604533333333336	24.29177380952381
1.5	0	27	774.5464761904763	23802.15	3.83759719047619	-26.602500035714293	11.95311078571428	46260.77857142857	43.24600119047618	23.914954761904763	25.03342261904762
1.5	0	28	775.3342857142858	24425.11904761905	1.8537422857142856	-37.5018761904762	21.9164439047619	47631.31904761905	44.01365238095237	25.22537619047619	25.77507142857143
1.5	0	29	775.1090714285715	24971.061904761904	13.19819969047619	-29.876525833333343	-15.61312683333334	48811.87023809524	44.508307142857134	26.57774880952381	26.413911904761903
1.5	0	30	774.8838571428571	25517.00476190476	24.5426570952381	-22.251175476190483	-53.14269757142858	49992.421428571426	45.0029619047619	27.930121428571432	27.052752380952377
1.5	0	31	774.6586428571428	26062.947619047613	35.8871145	-14.625825119047622	-90.67226830952382	51172.97261904762	45.49761666666666	29.28249404761905	27.69159285714285
1.5	0	32	774.4334285714285	26608.890476190467	47.23157190476191	-7.000474761904761	-128.20183904761905	52353.52380952381	45.99227142857142	30.63486666666667	28.330433333333325
