Mach	Beta	AoA	Force_X	Force_Y	Force_Z	CM_X	CM_Y	CM_Z	Cl	Cd	CM_Z_coeff
1.5	0	0	748.2412380952381	-0.0784504142857142	0.0575228095238095	0.016794038095238	-0.1387163333333333	-0.1796732380952381	-0.0001861317142857	1.7752799999999995	-0.0001233343333333
1.5	0	1	749.4829880952382	880.420209808333	0.05020512738095235	0.014952024047618974	-0.11317535476190473	1889.4077450714278	2.0526345678809523	1.9228613095238092	1.2969609516309524
1.5	0	2	750.7247380952382	1760.9188700309517	0.0428874452380952	0.01311000999999995	-0.08763437619047615	3778.995163380951	4.10545526747619	2.070442619047619	2.594045237595238
1.5	0	3	751.9664880952382	2641.4175302535705	0.035569763095238044	0.011267995952380925	-0.06209339761904757	5668.582581690474	6.158275967071428	2.2180239285714283	3.8911295235595236
1.5	0	4	753.2082380952382	3521.916190476189	0.0282520809523809	0.0094259819047619	-0.036552419047619	7558.169999999997	8.211096666666666	2.365605238095238	5.18821380952381
1.5	0	5	758.2748571428573	4415.999047619046	0.05542052499999995	0.010832742380952375	-0.117049219047619	9461.941785714282	10.263830833333333	2.8144913095238095	6.4950317857142865
1.5	0	6	763.3414761904762	5310.081904761903	0.082588969047619	0.012239502857142849	-0.19754601904761898	11365.713571428567	12.316565	3.2633773809523814	7.801849761904762
1.5	0	7	768.4080952380953	6204.16476190476	0.10975741309523805	0.013646263333333325	-0.278042819047619	13269.48535714285	14.369299166666668	3.7122634523809532	9.108667738095239
1.5	0	8	773.4747142857143	7098.247619047617	0.1369258571428571	0.0150530238095238	-0.358539619047619	15173.257142857135	16.422033333333335	4.161149523809525	10.415485714285715
1.5	0	9	776.2559642857143	7905.502380952379	0.15505217857142853	0.016170758333333323	-0.4240505952380952	16868.49166666666	18.211532142857145	4.849667738095239	11.579164285714285
1.5	0	10	779.0372142857143	8712.757142857141	0.17317849999999996	0.01728849285714285	-0.48956157142857143	18563.726190476184	20.00103095238095	5.538185952380954	12.742842857142854
1.5	0	11	781.8184642857143	9520.011904761903	0.19130482142857136	0.018406227380952375	-0.5550725476190477	20258.96071428571	21.79052976190476	6.226704166666669	13.906521428571425
1.5	0	12	784.5997142857143	10327.266666666665	0.2094311428571428	0.0195239619047619	-0.6205835238095239	21954.195238095235	23.58002857142857	6.915222380952383	15.070199999999994
1.5	0	13	780.5079642857144	11030.75	0.1843337142857142	0.0481717095238095	-0.615567261904762	23429.267857142855	25.052169047619046	7.772951309523813	16.082745238095235
1.5	0	14	776.4162142857144	11734.233333333335	0.15923628571428564	0.07681945714285711	-0.6105510000000001	24904.340476190475	26.52430952380952	8.630680238095241	17.095290476190474
1.5	0	15	772.3244642857144	12437.71666666667	0.13413885714285706	0.1054672047619047	-0.6055347380952381	26379.41309523809	27.99645	9.48840916666667	18.107835714285716
1.5	0	16	768.2327142857145	13141.200000000006	0.1090414285714285	0.1341149523809523	-0.6005184761904762	27854.48571428571	29.468590476190474	10.3461380952381	19.120380952380955
1.5	0	17	761.4786904761906	13765.975000000002	0.012445928571428524	0.1363886904761904	-0.3819254642857143	29103.91428571428	30.66864523809524	11.345678571428573	19.978035714285713
1.5	0	18	754.7246666666667	14390.75	-0.08414957142857145	0.13866242857142852	-0.1633324523809524	30353.342857142852	31.868700000000004	12.345219047619047	20.83569047619047
1.5	0	19	747.9706428571429	15015.524999999998	-0.18074507142857144	0.1409361666666666	0.05526055952380948	31602.77142857142	33.06875476190477	13.344759523809522	21.693345238095233
1.5	0	20	741.2166190476191	15640.299999999994	-0.2773405714285714	0.1432099047619047	0.2738535714285714	32852.19999999999	34.26880952380954	14.344299999999995	22.55099999999999
1.5	0	21	728.529392857143	16261.5619047619	-0.5844645369047619	0.15625470238095232	0.9154402500000001	34121.548809523796	35.356619047619056	15.505223809523807	23.422328571428565
1.5	0	22	715.8421666666668	16882.823809523805	-0.8915885023809523	0.16929949999999994	1.5570269285714289	35390.89761904761	36.444428571428574	16.666147619047617	24.29365714285714
1.5	0	23	703.1549404761906	17504.085714285713	-1.1987124678571428	0.18234429761904758	2.1986136071428577	36660.24642857142	37.5322380952381	17.82707142857143	25.164985714285713
1.5	0	24	690.4677142857145	18125.347619047618	-1.5058364333333334	0.1953890952380952	2.8402002857142863	37929.59523809523	38.62004761904762	18.98799523809524	26.036314285714287
1.5	0	25	680.010761904762	18703.8	4.301168032142856	-2.011765083333333	-8.634372476190478	39153.2369047619	39.48883095238095	20.27234523809524	26.876266666666666
1.5	0	26	669.5538095238096	19282.252380952377	10.108172497619044	-4.2189192619047615	-20.10894523809524	40376.87857142856	40.35761428571429	21.55669523809524	27.71621904761905
1.5	0	27	659.0968571428571	19860.70476190476	15.915176963095233	-6.4260734404761894	-31.583518	41600.52023809523	41.226397619047624	22.84104523809524	28.556171428571428
1.5	0	28	648.6399047619046	20439.15714285714	21.722181428571425	-8.633227619047618	-43.058090761904765	42824.1619047619	42.09518095238096	24.12539523809524	29.396123809523807
1.5	0	29	643.5462738095237	20862.033333333333	24.61188726190476	-3.099341547619048	-54.96445497619048	43650.53333333333	42.5060880952381	25.366238095238096	29.96337857142857
1.5	0	30	638.4526428571428	21284.90952380952	27.501593095238093	2.4345445238095227	-66.8708191904762	44476.90476190476	42.91699523809524	26.607080952380954	30.530633333333334
1.5	0	31	633.3590119047618	21707.78571428571	30.391298928571427	7.968430595238095	-78.77718340476193	45303.27619047619	43.32790238095238	27.847923809523813	31.097888095238098
1.5	0	32	628.2653809523808	22130.661904761902	33.28100476190476	13.502316666666664	-90.68354761904764	46129.64761904762	43.73880952380952	29.088766666666668	31.66514285714286
1.5	0	33	623.735738095238	22543.1	27.285998499999998	10.109322063095236	-72.72522630952383	46948.99523809524	44.00286666666666	30.40029285714286	32.22757142857143
1.5	0	34	619.2060952380951	22955.538095238095	21.29099223809524	6.716327459523808	-54.76690500000001	47768.34285714285	44.2669238095238	31.711819047619045	32.790000000000006
1.5	0	35	614.6764523809522	23367.976190476194	15.29598597619048	3.32333285595238	-36.80858369047619	48587.69047619047	44.53098095238095	33.02334523809524	33.352428571428575
1.5	0	36	610.1468095238095	23780.41428571429	9.300979714285717	-0.0696617476190475	-18.85026238095238	49407.038095238095	44.79503809523809	34.334871428571425	33.914857142857144
1.5	0	37	600.0040595238095	24154.735714285718	-7.356190214285711	6.97247035595238	13.454538928571424	50191.808333333334	44.86479761904762	35.6475869047619	34.45355476190476
1.5	0	38	589.8613095238095	24529.057142857146	-24.013360142857138	14.014602459523807	45.75934023809523	50976.57857142857	44.934557142857145	36.96030238095238	34.99225238095238
1.5	0	39	579.7185595238094	24903.378571428573	-40.670530071428566	21.056734563095237	78.06414154761902	51761.3488095238	45.00431666666667	38.273017857142854	35.53095
1.5	0	40	569.5758095238094	25277.7	-57.32769999999999	28.098866666666662	110.36894285714284	52546.11904761904	45.0740761904762	39.58573333333333	36.069647619047615
