Mach	Beta	AoA	Force_X	Force_Y	Force_Z	CM_X	CM_Y	CM_Z	Cl	Cd	CM_Z_coeff
1.5	0	0	944.9753333333337	0.1117887142857142	0.0137802904761904	-0.0191410857142857	0.0032604343809523	0.3985312380952381	0.0002010171428571	1.699242380952381	0.000201132095238
1.5	0	1	947.2867500000002	838.2709843928571	-0.0013179500000000503	-0.02035899047619045	0.038252159119047544	1787.2842555714287	1.4737731438095236	1.8074920238095236	0.9020129919285712
1.5	0	2	949.5981666666669	1676.4301800714286	-0.0164161904761905	-0.0215768952380952	0.0732438838571428	3574.169979904762	2.94734527047619	1.9157416666666665	1.8038248517619044
1.5	0	3	951.9095833333334	2514.5893757500003	-0.031514430952380955	-0.02279479999999995	0.10823560859523804	5361.055704238096	4.4209173971428575	2.023991309523809	2.7056367115952376
1.5	0	4	954.221	3352.7485714285717	-0.0466126714285714	-0.0240127047619047	0.1432273333333333	7147.941428571429	5.894489523809524	2.132240952380952	3.607448571428571
1.5	0	5	967.3294404761905	4235.648214285715	-0.03401821547619048	-0.006947591666666624	0.10184273571428569	8994.298928571428	7.422604047619048	2.478033214285714	4.5392763095238085
1.5	0	6	980.437880952381	5118.5478571428575	-0.021423759523809552	0.01011752142857145	0.06045813809523809	10840.656428571428	8.950718571428572	2.8238254761904766	5.471104047619047
1.5	0	7	993.5463214285716	6001.4475	-0.00882930357142863	0.027182634523809524	0.01907354047619049	12687.013928571429	10.478833095238096	3.169617738095239	6.402931785714285
1.5	0	8	1006.654761904762	6884.347142857143	0.0037651523809523	0.0442477476190476	-0.0223110571428571	14533.371428571429	12.00694761904762	3.515410000000001	7.334759523809523
1.5	0	9	1005.4777380952382	7639.793333333335	-0.010010315476190525	0.04674962380952378	-0.006685464285714274	16091.60238095238	13.267510714285713	4.003023214285715	8.121169642857142
1.5	0	10	1004.3007142857145	8395.239523809527	-0.023785783333333352	0.04925149999999995	0.008940128571428552	17649.83333333333	14.528073809523807	4.490636428571429	8.907579761904762
1.5	0	11	1003.1236904761909	9150.685714285719	-0.03756125119047617	0.051753376190476125	0.024565721428571382	19208.06428571428	15.7886369047619	4.9782496428571426	9.69398988095238
1.5	0	12	1001.946666666667	9906.13190476191	-0.051336719047619	0.0542552523809523	0.0401913142857142	20766.29523809523	17.049199999999992	5.465862857142857	10.4804
1.5	0	13	989.632047619048	10596.998928571435	-0.08167862261904756	0.05723699642857135	0.08279306904761898	22162.921428571422	18.143799999999995	6.081000357142857	11.18525
1.5	0	14	977.3174285714288	11287.865952380958	-0.11202052619047612	0.0602187404761904	0.12539482380952374	23559.547619047615	19.2384	6.696137857142858	11.8901
1.5	0	15	965.0028095238097	11978.73297619048	-0.14236242976190466	0.06320048452380944	0.16799657857142852	24956.173809523807	20.333	7.3112753571428595	12.594949999999999
1.5	0	16	952.6881904761906	12669.600000000004	-0.1727043333333332	0.0661822285714285	0.2105983333333333	26352.8	21.4276	7.92641285714286	13.2998
1.5	0	17	935.9539523809524	13386.800000000003	-0.22842432142857136	0.07276003214285708	0.407926119047619	27745.57738095238	22.49849642857143	8.708077500000002	14.002724999999998
1.5	0	18	919.2197142857142	14104.000000000002	-0.2841443095238095	0.07933783571428565	0.6052539047619047	29138.354761904764	23.56939285714286	9.489742142857143	14.705649999999999
1.5	0	19	902.485476190476	14821.2	-0.33986429761904763	0.08591563928571422	0.8025816904761903	30531.132142857146	24.640289285714285	10.271406785714284	15.408574999999997
1.5	0	20	885.7512380952378	15538.4	-0.3955842857142858	0.0924934428571428	0.999909476190476	31923.90952380953	25.711185714285712	11.053071428571426	16.111499999999996
