Mach	Beta	AoA	Force_X	Force_Y	Force_Z	CM_X	CM_Y	CM_Z	Cl	Cd	CM_Z_coeff
1.5	0	0	590.4282857142856	0.0986841809523809	-0.079826	-0.0361000571428571	0.4271324285714286	0.2795682857142856	0.0002457596190476	1.4703799999999996	0.0001915025238095
1.5	0	1	592.2392857142856	648.3774655166669	-0.0495139142857142	-0.0296552964285713	0.3339376726190476	1268.362414309524	1.5848067006666666	1.5866069047619045	0.8688207697499999
1.5	0	2	594.0502857142858	1296.6562468523814	-0.0192018285714285	-0.0232105357142856	0.2407429166666666	2536.445260333334	3.169367641714286	1.7028338095238094	1.7374500369761905
1.5	0	3	595.8612857142858	1944.935028188096	0.0111102571428571	-0.0167657749999999	0.1475481607142856	3804.5281063571433	4.753928582761905	1.8190607142857145	2.6060793042023804
1.5	0	4	597.6722857142859	2593.21380952381	0.0414223428571428	-0.0103210142857142	0.0543534047619047	5072.610952380953	6.338489523809524	1.9352876190476191	3.474708571428571
1.5	0	5	603.3455000000001	3258.317976190477	0.0595506857142856	-0.0154670547619046	0.0006400773809523	6387.633214285715	7.939142142857142	2.2891572619047618	4.375490357142857
1.5	0	6	609.0187142857144	3923.422142857144	0.0776790285714285	-0.0206130952380951	-0.05307325	7702.655476190479	9.53979476190476	2.6430269047619044	5.276272142857144
1.5	0	7	614.6919285714287	4588.526309523811	0.0958073714285713	-0.0257591357142856	-0.1067865773809523	9017.67773809524	11.140447380952375	2.996896547619047	6.177053928571429
1.5	0	8	620.3651428571429	5253.630476190478	0.1139357142857142	-0.0309051761904761	-0.1604999047619047	10332.700000000004	12.741099999999996	3.3507661904761896	7.077835714285715
1.5	0	9	619.5383571428572	5898.547023809525	0.1259523452380951	-0.0280554249999999	-0.2124713690476189	11673.177380952384	14.246324999999995	3.9028275	7.996051785714286
1.5	0	10	618.7115714285715	6543.463571428572	0.1379689761904761	-0.0252056738095237	-0.2644428333333332	13013.654761904763	15.751549999999998	4.454888809523809	8.914267857142857
1.5	0	12	617.058	7833.296666666666	0.1620022380952381	-0.0195061714285714	-0.3683857619047618	15694.60952380952	18.762	5.559011428571429	10.750699999999997
1.5	0	14	603.3330714285714	9080.248333333337	0.4484443809523809	-0.0494174976190475	-0.7534193095238095	18326.70476190476	21.539700000000003	7.029711428571428	12.553699999999996
1.5	0	15	596.4706071428573	9703.72416666667	0.5916654523809524	-0.0643731607142857	-0.9459360833333332	19642.75238095238	22.928550000000005	7.7650614285714274	13.455199999999996
1.5	0	16	589.608142857143	10327.200000000004	0.7348865238095238	-0.0793288238095238	-1.1384528571428572	20958.8	24.317400000000006	8.500411428571427	14.356699999999996
1.5	0	18	568.1504047619047	11573.950000000004	1.129705880952381	-0.064665969047619	-1.475420238095238	23475.05	26.9272	10.349905714285716	16.080299999999998
1.5	0	19	557.4215357142856	12197.325000000004	1.3271155595238096	-0.0573345416666666	-1.6439039285714283	24733.175	28.2321	11.274652857142858	16.942099999999996
1.5	0	20	546.6926666666665	12820.700000000004	1.524525238095238	-0.0500031142857142	-1.812387619047619	25991.299999999992	29.536999999999995	12.1994	17.8039
1.5	0	21	538.8138452380952	13370.329761904764	1.573702261904762	-0.0809171697619046	-1.6936683	27112.53333333333	30.56470952380952	13.24589761904762	18.571936904761905
1.5	0	22	530.9350238095237	13919.959523809524	1.622879285714286	-0.1118312252380951	-1.5749489809523811	28233.766666666663	31.59241904761905	14.29239523809524	19.33997380952381
1.5	0	23	523.0562023809523	14469.589285714286	1.67205630952381	-0.1427452807142857	-1.456229661904762	29355.0	32.620128571428566	15.338892857142858	20.10801071428572
1.5	0	24	515.177380952381	15019.219047619046	1.7212333333333338	-0.1736593361904762	-1.337510342857143	30476.233333333334	33.64783809523809	16.385390476190477	20.876047619047625
1.5	0	25	509.418	15549.971428571427	1.448293979761905	0.0645280835714285	-0.3496962809523812	31648.233333333334	34.51537857142857	17.570063095238098	21.67886547619048
1.5	0	26	503.658619047619	16080.723809523806	1.1753546261904764	0.3027155033333332	0.6381177809523806	32820.23333333334	35.38291904761905	18.75473571428572	22.481683333333336
